# t,f_exact,f_approx,error
0.0000000000000000,1.0000000000000000,1.0000000000000000,0.0000000000000000
0.1000000000000000,1.1051709180756477,1.1051709180756477,0.0000000000000000
0.2000000000000000,1.2214027581601699,1.2209465557869950,0.0004562023731749
0.3000000000000000,1.3498588075760032,1.3488299932512617,0.0010288143247414
0.4000000000000000,1.4918246976412703,1.4901071644496013,0.0017175331916690
0.5000000000000000,1.6487212707001282,1.6461817394544784,0.0025395312456498
0.6000000000000001,1.8221188003905091,1.8186036421501701,0.0035151582403390
0.7000000000000001,2.0137527074704766,2.0090851014999718,0.0046676059705049
0.8000000000000000,2.2255409284924679,2.2195176846174589,0.0060232438750090
0.9000000000000000,2.4596031111569499,2.4519910822350792,0.0076120289218706
1.0000000000000000,2.7182818284590451,2.7088138603394682,0.0094679681195768
1.1000000000000001,3.0041660239464334,2.9925363852786346,0.0116296386677988
1.2000000000000002,3.3201169227365481,3.3059761500534566,0.0141407726830916
1.3000000000000000,3.6692966676192444,3.6522457532975432,0.0170509143217012
1.4000000000000001,4.0551999668446754,4.0347838087895020,0.0204161580551734
1.5000000000000000,4.4816890703380645,4.4573890924430506,0.0242999778950139
1.6000000000000001,4.9530324243951149,4.9242582658700327,0.0287741585250822
1.7000000000000002,5.4739473917272008,5.4400275511283853,0.0339198405988155
1.8000000000000000,6.0496474644129465,6.0098187705041415,0.0398286939088051
1.9000000000000001,6.6858944422792703,6.6392902085233434,0.0466042337559269
2.0000000000000000,7.3890560989306504,7.3346928012766384,0.0543632976540120
2.1000000000000001,8.1661699125676517,8.1029322110419670,0.0632377015256846
2.2000000000000002,9.0250134994341220,8.9516374026344305,0.0733760967996915
2.3000000000000003,9.9741824548147235,9.8892364024774970,0.0849460523372265
2.4000000000000004,11.0231763806416048,10.9250399927173998,0.0981363879242050
2.5000000000000000,12.1824939607034732,12.0693341715011346,0.1131597892023386
2.6000000000000001,13.4637380350016915,13.3334822975904359,0.1302557374112556
2.7000000000000002,14.8797317248728369,14.7300379336539446,0.1496937912188923
2.8000000000000003,16.4446467710970552,16.2728695088225130,0.1717772622745422
2.9000000000000004,18.1741453694430675,17.9772980384631929,0.1968473309798746
3.0000000000000000,20.0855369231876679,19.8602492687915451,0.2252876543961229
3.1000000000000001,22.1979512814416360,21.9404217571871172,0.2575295242545188
3.2000000000000002,24.5325301971093523,24.2384725573256077,0.2940576397837447
3.3000000000000003,27.1126389206578935,26.7772223530650919,0.3354165675928016
3.4000000000000004,29.9641000473970252,29.5818820781585750,0.3822179692384502
3.5000000000000000,33.1154519586923115,32.6803032722291107,0.4351486864632008
3.6000000000000001,36.5982344436779883,36.1032546591555459,0.4949797845224424
3.7000000000000002,40.4473043600673989,39.8847276944174212,0.5625766656499778
3.8000000000000003,44.7011844933008362,44.0622741156222588,0.6389103776785774
3.9000000000000004,49.4024491055301880,48.6773788482447287,0.7250702572854593
4.0000000000000000,54.5981500331442362,53.7758719697003258,0.8222780634439104
4.1000000000000005,60.3402875973619999,59.4083838227431400,0.9319037746188599
4.2000000000000002,66.6863310409251540,65.6308477976695883,1.0554832432555656
4.2999999999999998,73.6997936995957872,72.5050557761828713,1.1947379234129158
4.4000000000000004,81.4508686649681408,80.0992717527268212,1.3515969122413196
4.5000000000000000,90.0171313005218110,88.4889097268267051,1.5282215736951059
4.6000000000000005,99.4843156419338612,97.7572825982143740,1.7270330437194872
4.7000000000000002,109.9471724521235245,107.9964295016051921,1.9507429505183325
4.8000000000000007,121.5104175187349682,119.3080297969352586,2.2023877217997097
4.9000000000000004,134.2897796849355245,131.8044127913952934,2.4853668935402311
5.0000000000000000,148.4131591025765999,145.6096732202578323,2.8034858823187676
5.1000000000000005,164.0219072999018408,160.8609035637267368,3.1610037361751040
5.2000000000000002,181.2722418751512237,177.7095554372728543,3.5626864378783694
5.3000000000000007,200.3368099747918336,196.3229435746774527,4.0138664001143809
5.4000000000000004,221.4064162041871668,216.8859073390154322,4.5205088651717347
5.5000000000000000,244.6919322642203838,239.6026462611338843,5.0892860030864995
5.6000000000000005,270.4264074261527639,264.6987478333531953,5.7276595927995686
5.7000000000000002,298.8674009670602914,292.4234276952994946,6.4439732717607967
5.8000000000000007,330.2995599096489059,323.0520044579267278,7.2475554517221781
5.9000000000000004,365.0374678653288925,356.8886337418507537,8.1488341234781387
6.0000000000000000,403.4287934927351102,394.2693285802320133,9.1594649125030969
6.1000000000000005,445.8577700825171632,435.5652961801743004,10.2924739023428629
6.2000000000000002,492.7490410932563236,481.1866241781888220,11.5624169150675016
6.3000000000000007,544.5719101259294348,531.5863529959084417,12.9855571300209931
6.4000000000000004,601.8450378720822300,587.2649747363852839,14.5800631356969461
6.5000000000000000,665.1416330443618108,648.7754032970476601,16.3662297473141507
6.6000000000000005,735.0951892419732303,716.7284650547856018,18.3667241871876286
6.7000000000000002,812.4058251675432984,791.7989646481510135,20.6068605193922849
6.8000000000000007,897.8472916504183559,874.7323860926344423,23.1149055577839135
6.9000000000000004,992.2747156050262447,966.3522957741220125,25.9224198309042322
7.0000000000000000,1096.6331584284585006,1067.5685208356085241,29.0646375928499765
7.1000000000000005,1211.9670744925774670,1179.3861841722437021,32.5808903203337650
7.2000000000000002,1339.4307643944180199,1302.9156857562998084,36.5150786381182115
7.3000000000000007,1480.2999275845463671,1439.3837294111326628,40.9161981734137044
7.4000000000000004,1635.9844299959270302,1590.1455045349875945,45.8389254609394357
7.5000000000000000,1808.0424144560631703,1756.6981437446791006,51.3442707113840697
7.6000000000000005,1998.1958951041190176,1940.6955900796315291,57.5003050244874885
7.7000000000000002,2208.3479918872089911,2143.9650214043422238,64.3829704828667673
7.8000000000000007,2440.6019776245007051,2368.5249951110117763,72.0769825134889288
7.9000000000000004,2697.2823282685099002,2616.6054933074465225,80.6768349610633777
8.0000000000000000,2980.9579870417283018,2890.6700675480128666,90.2879194937154352
8.0999999999999996,3294.4680752838403350,3193.4403030148423568,101.0277722689979782
8.2000000000000011,3640.9503073323585340,3527.9228450896680442,113.0274622426904898
8.3000000000000007,4023.8723938223129153,3897.4392567023760421,126.4331371199368732
8.4000000000000004,4447.0667476998578422,4305.6590029532490007,141.4077447466088415
8.5000000000000000,4914.7688402991343537,4756.6358905611177761,158.1329497380165776
8.5999999999999996,5431.6595913629780625,5254.8483239976230834,176.8112673653549791
8.7000000000000011,6002.9122172610286725,5805.2437780692107481,197.6684391918179244
8.8000000000000007,6634.2440062778896390,6413.2879285797107514,220.9560776981788877
8.9000000000000004,7331.9735391559952404,7085.0189289632071450,246.9546101927880954
9.0000000000000000,8103.0839275753842230,7827.1073718787029065,275.9765556966813165
9.0999999999999996,8955.2927034825079318,8646.9225312123489857,308.3701722701589460
9.2000000000000011,9897.1290587439270894,9552.6055423002653697,344.5235164436617197
9.3000000000000007,10938.0192081651912304,10553.1502470846880897,384.8689610805031407
9.4000000000000004,12088.3807302169880131,11658.4925070323770342,429.8882231846109789
9.5000000000000000,13359.7268296618731256,12879.6088707329981844,480.1179589288749412
9.6000000000000014,14764.7815655772938044,14228.6255759913292422,536.1559895859645621
9.7000000000000011,16317.6071980154501944,15718.9389688533792651,598.6682291620709293
9.8000000000000007,18033.7449278285239416,17365.3485353818177828,668.3963924467061588
9.9000000000000004,19930.3704382302967133,19184.2038672464223055,746.1665709838744078
